id,from_user,to_user,day
303,7cfe354d9a64bf8173,cbc4bd40cd1687754,8
300,7cfe354d9a64bf8173,6edf0be4b2267df1fa,9
301,7cfe354d9a64bf8173,5b8754928306a18b68,9
302,7cfe354d9a64bf8173,e22d2eabc2d4c19688,9
250,850badf89ed8f06854,5b8754928306a18b68,1
246,850badf89ed8f06854,cbc4bd40cd1687754,3
242,850badf89ed8f06854,e22d2eabc2d4c19688,4
244,850badf89ed8f06854,32ded68d89443e808,4
247,850badf89ed8f06854,aa0bd72b729fab6e9e,4
251,850badf89ed8f06854,157e3e9278e32aba3e,4
252,850badf89ed8f06854,55e60cfcc9dc49c17e,4
248,850badf89ed8f06854,7cfe354d9a64bf8173,5
249,850badf89ed8f06854,a84065b7933ad01019,5
243,850badf89ed8f06854,91f59516cb9dee1e88,9
253,850badf89ed8f06854,850badf89ed8f06854,9
245,850badf89ed8f06854,5dc768b2f067c56f77,10
146,8bba390b53976da0cd,a84065b7933ad01019,1
148,8bba390b53976da0cd,6edf0be4b2267df1fa,1
149,8bba390b53976da0cd,32ded68d89443e808,1
141,8bba390b53976da0cd,5eff3a5bfc0687351e,2
144,8bba390b53976da0cd,75d295377a46f83236,3
142,8bba390b53976da0cd,91f59516cb9dee1e88,5
143,8bba390b53976da0cd,e6088004caf0c8cc51,5
139,8bba390b53976da0cd,5dc768b2f067c56f77,6
140,8bba390b53976da0cd,406539987dd9b679c0,6
145,8bba390b53976da0cd,cbc4bd40cd1687754,6
147,8bba390b53976da0cd,e22d2eabc2d4c19688,6
137,8bba390b53976da0cd,d63386c884aeb9f71d,7
138,8bba390b53976da0cd,55e60cfcc9dc49c17e,7
150,8bba390b53976da0cd,850badf89ed8f06854,8
193,91f59516cb9dee1e88,e22d2eabc2d4c19688,1
192,91f59516cb9dee1e88,406539987dd9b679c0,3
198,91f59516cb9dee1e88,6edf0be4b2267df1fa,3
188,91f59516cb9dee1e88,a84065b7933ad01019,4
190,91f59516cb9dee1e88,aa0bd72b729fab6e9e,4
197,91f59516cb9dee1e88,55e60cfcc9dc49c17e,4
184,91f59516cb9dee1e88,d63386c884aeb9f71d,5
185,91f59516cb9dee1e88,e6088004caf0c8cc51,5
195,91f59516cb9dee1e88,e0e0defbb9ec47f6f7,5
187,91f59516cb9dee1e88,91f59516cb9dee1e88,6
189,91f59516cb9dee1e88,2813e59cf6c1ff698e,7
194,91f59516cb9dee1e88,ef5fe98c6b9f313075,7
199,91f59516cb9dee1e88,5eff3a5bfc0687351e,8
186,91f59516cb9dee1e88,8bba390b53976da0cd,9
191,91f59516cb9dee1e88,850badf89ed8f06854,9
196,91f59516cb9dee1e88,6b503743a13d778200,9
233,a84065b7933ad01019,2813e59cf6c1ff698e,1
237,a84065b7933ad01019,55e60cfcc9dc49c17e,2
228,a84065b7933ad01019,6b503743a13d778200,3
234,a84065b7933ad01019,d63386c884aeb9f71d,5
240,a84065b7933ad01019,e6088004caf0c8cc51,5
230,a84065b7933ad01019,e0e0defbb9ec47f6f7,6
231,a84065b7933ad01019,a84065b7933ad01019,6
232,a84065b7933ad01019,5dc768b2f067c56f77,6
229,a84065b7933ad01019,75d295377a46f83236,9
235,a84065b7933ad01019,ef5fe98c6b9f313075,9
236,a84065b7933ad01019,406539987dd9b679c0,9
238,a84065b7933ad01019,8bba390b53976da0cd,9
239,a84065b7933ad01019,850badf89ed8f06854,9
241,a84065b7933ad01019,157e3e9278e32aba3e,9
180,aa0bd72b729fab6e9e,2813e59cf6c1ff698e,1
181,aa0bd72b729fab6e9e,aa0bd72b729fab6e9e,1
179,aa0bd72b729fab6e9e,5eff3a5bfc0687351e,2
176,aa0bd72b729fab6e9e,8bba390b53976da0cd,3
172,aa0bd72b729fab6e9e,75d295377a46f83236,5
174,aa0bd72b729fab6e9e,91f59516cb9dee1e88,5
175,aa0bd72b729fab6e9e,ef5fe98c6b9f313075,6
182,aa0bd72b729fab6e9e,47be2887786891367e,6
178,aa0bd72b729fab6e9e,7cfe354d9a64bf8173,9
183,aa0bd72b729fab6e9e,d63386c884aeb9f71d,9
173,aa0bd72b729fab6e9e,e22d2eabc2d4c19688,10
177,aa0bd72b729fab6e9e,cbc4bd40cd1687754,10
106,cbc4bd40cd1687754,e6088004caf0c8cc51,1
104,cbc4bd40cd1687754,114bafadff2d882864,2
110,cbc4bd40cd1687754,406539987dd9b679c0,2
112,cbc4bd40cd1687754,e0e0defbb9ec47f6f7,2
117,cbc4bd40cd1687754,32ded68d89443e808,2
105,cbc4bd40cd1687754,157e3e9278e32aba3e,4
111,cbc4bd40cd1687754,d63386c884aeb9f71d,4
113,cbc4bd40cd1687754,cbc4bd40cd1687754,4
108,cbc4bd40cd1687754,5b8754928306a18b68,5
114,cbc4bd40cd1687754,2813e59cf6c1ff698e,5
107,cbc4bd40cd1687754,5eff3a5bfc0687351e,8
115,cbc4bd40cd1687754,47be2887786891367e,8
116,cbc4bd40cd1687754,e22d2eabc2d4c19688,8
109,cbc4bd40cd1687754,850badf89ed8f06854,9
103,cbc4bd40cd1687754,7cfe354d9a64bf8173,10
99,d63386c884aeb9f71d,55e60cfcc9dc49c17e,3
100,d63386c884aeb9f71d,5dc768b2f067c56f77,3
96,d63386c884aeb9f71d,5b8754928306a18b68,4
93,d63386c884aeb9f71d,cbc4bd40cd1687754,6
97,d63386c884aeb9f71d,e6088004caf0c8cc51,7
101,d63386c884aeb9f71d,32ded68d89443e808,8
102,d63386c884aeb9f71d,157e3e9278e32aba3e,8
98,d63386c884aeb9f71d,e22d2eabc2d4c19688,9
94,d63386c884aeb9f71d,8bba390b53976da0cd,10
95,d63386c884aeb9f71d,75d295377a46f83236,10
60,e0e0defbb9ec47f6f7,e6088004caf0c8cc51,2
69,e0e0defbb9ec47f6f7,cbc4bd40cd1687754,2
59,e0e0defbb9ec47f6f7,e22d2eabc2d4c19688,3
64,e0e0defbb9ec47f6f7,d63386c884aeb9f71d,3
70,e0e0defbb9ec47f6f7,e0e0defbb9ec47f6f7,3
57,e0e0defbb9ec47f6f7,2813e59cf6c1ff698e,4
62,e0e0defbb9ec47f6f7,55e60cfcc9dc49c17e,5
56,e0e0defbb9ec47f6f7,5dc768b2f067c56f77,6
61,e0e0defbb9ec47f6f7,aa0bd72b729fab6e9e,6
63,e0e0defbb9ec47f6f7,850badf89ed8f06854,6
66,e0e0defbb9ec47f6f7,32ded68d89443e808,6
68,e0e0defbb9ec47f6f7,157e3e9278e32aba3e,7
58,e0e0defbb9ec47f6f7,6b503743a13d778200,8
67,e0e0defbb9ec47f6f7,47be2887786891367e,8
65,e0e0defbb9ec47f6f7,a84065b7933ad01019,10
81,e22d2eabc2d4c19688,e0e0defbb9ec47f6f7,2
83,e22d2eabc2d4c19688,5eff3a5bfc0687351e,2
92,e22d2eabc2d4c19688,d63386c884aeb9f71d,2
91,e22d2eabc2d4c19688,157e3e9278e32aba3e,3
84,e22d2eabc2d4c19688,47be2887786891367e,4
80,e22d2eabc2d4c19688,8bba390b53976da0cd,5
88,e22d2eabc2d4c19688,e6088004caf0c8cc51,5
85,e22d2eabc2d4c19688,406539987dd9b679c0,8
86,e22d2eabc2d4c19688,cbc4bd40cd1687754,8
90,e22d2eabc2d4c19688,6edf0be4b2267df1fa,8
89,e22d2eabc2d4c19688,aa0bd72b729fab6e9e,9
82,e22d2eabc2d4c19688,ef5fe98c6b9f313075,10
87,e22d2eabc2d4c19688,7cfe354d9a64bf8173,10
313,e6088004caf0c8cc51,47be2887786891367e,2
310,e6088004caf0c8cc51,cbc4bd40cd1687754,4
312,e6088004caf0c8cc51,aa0bd72b729fab6e9e,4
314,e6088004caf0c8cc51,e6088004caf0c8cc51,5
309,e6088004caf0c8cc51,5dc768b2f067c56f77,7
311,e6088004caf0c8cc51,6edf0be4b2267df1fa,9
118,ef5fe98c6b9f313075,47be2887786891367e,1
124,ef5fe98c6b9f313075,850badf89ed8f06854,1
129,ef5fe98c6b9f313075,cbc4bd40cd1687754,1
133,ef5fe98c6b9f313075,d63386c884aeb9f71d,1
121,ef5fe98c6b9f313075,e22d2eabc2d4c19688,5
125,ef5fe98c6b9f313075,114bafadff2d882864,5
130,ef5fe98c6b9f313075,5b8754928306a18b68,5
128,ef5fe98c6b9f313075,55e60cfcc9dc49c17e,6
123,ef5fe98c6b9f313075,6b503743a13d778200,7
134,ef5fe98c6b9f313075,e6088004caf0c8cc51,7
136,ef5fe98c6b9f313075,ef5fe98c6b9f313075,7
119,ef5fe98c6b9f313075,91f59516cb9dee1e88,8
120,ef5fe98c6b9f313075,2813e59cf6c1ff698e,8
122,ef5fe98c6b9f313075,406539987dd9b679c0,8
135,ef5fe98c6b9f313075,5eff3a5bfc0687351e,8
126,ef5fe98c6b9f313075,e0e0defbb9ec47f6f7,9
127,ef5fe98c6b9f313075,5dc768b2f067c56f77,10
131,ef5fe98c6b9f313075,32ded68d89443e808,10
132,ef5fe98c6b9f313075,8bba390b53976da0cd,10
